title,URL,synopsis,genre,score
Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,https://myanimelist.net/anime/705/Chou_Henshin_Cosprayers_vs_Ankoku_Uchuu_Shougun_the_Movie,"A short 10 minute film by the non-existent ""Houchiku Movie Corporation.""

After destroying the dark castles and finally defeating the enemy, Scarlett leaves the group to continue on. While Koto and her friends are together, she meets up again with Scarlett expectantly. A new, powerful enemy is back and must be defeated at all costs, he is more powerful than all of the others... but it will take all of their powers to combine and work together as one...","Adventure, Magic, Comedy, Sci-Fi",4.79
Mangchi,https://myanimelist.net/anime/6695/Mangchi,"The story is about a boy named Mangchi. He is small, but he possesses a magical hammer that helps him get around all his problems. Mangchi lives on a small distant island called Candlestick because everywhere else has turned into a wasteland because of some big catastrophe. When Princess Poplar from the kingdom of Jemius is being pursued by henchmen of the conspirator Moonk, Hammerboy sides with her, ready to unleash all his latent powers in order to save humankind. 

The movie premiered at the Big Apple Anime Fest on August 30 2003, and went into wide release in South Korea on August 6, 2004. 

(Source: Wikipedia)","Adventure, Comedy, Fantasy",6.08
Hi no Tori: Hagoromo-hen,https://myanimelist.net/anime/23659/Hi_no_Tori__Hagoromo-hen,"Hi no Tori: Hagoromo Hen was shown in the Tezuka Osamu World cinema in Kyoto from 17.07.2004 until the theatre was closed in January 2011.

(Source: AniDB)",Drama,
Sore Ike! Anpanman: Yumeneko no Kuni no Nyanii,https://myanimelist.net/anime/21969/Sore_Ike_Anpanman__Yumeneko_no_Kuni_no_Nyanii,"When a comet that comes back once in a hundred years, Dream Suisei, is travelling by Earth, everybody sees the same dream of a foreign world. Melonpanna saves an egg from being crushed and wakes up to find out that the egg has followed her home. 

A kitten hatches from the egg, and Melonpanna names her Nyanii and starts caring for her. But soon they find out that Nyanii is needed back on Dream Suisei, and if she doesn't return there, she will vanish. Melonpanna struggles with the upcoming hard goodbyes, but the real trouble starts when Baikinman accidentally awakens the evil monster Muuma.

(Source: ANN)","Comedy, Fantasy, Kids",
Sore Ike! Anpanman: Tsukiko to Shiratama - Tokimeki Dancing,https://myanimelist.net/anime/21963/Sore_Ike_Anpanman__Tsukiko_to_Shiratama_-_Tokimeki_Dancing,(No synopsis yet.),"Comedy, Fantasy, Kids",
Nareuneun Dwaeji - Haejeok Mateo,https://myanimelist.net/anime/18315/Nareuneun_Dwaeji_-_Haejeok_Mateo,A 2004 Korean CG film about an anthropomorphic pig being a sky pirate.,"Action, Adventure, Sci-Fi, Shounen",
Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! - Konoha no Sato no Dai Undouaki,https://myanimelist.net/anime/2248/Naruto__Dai_Katsugeki_Yuki_Hime_Shinobu_Houjou_Dattebayo_-_Konoha_no_Sato_no_Dai_Undouaki,"The genin of Konoha are having a sports day filled with races, obstacle courses and of course the relay and the prize is a paid vacation for the winner. Unfortunately Naruto and his stomach are getting him into trouble again.","Action, Comedy, Fantasy, Martial Arts, Shounen, Sports",6.88
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,https://myanimelist.net/anime/3485/Koukaku_Kidoutai__Stand_Alone_Complex_2nd_GIG_-_Tachikoma_na_Hibi,Tachikomatic Days is a series of comedic shorts attached to the end of every episode of Ghost in the Shell: Stand Alone Complex 2nd GIG. The shorts feature the antics of the Tachikoma think tanks of Section 9 and usually involve plot points. The average short time is a little over a minute.,"Sci-Fi, Comedy, Mecha",7.22
Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,https://myanimelist.net/anime/642/Ichigo_100__Koi_ga_Hajimaru_Satsuei_Gasshuku_-_Yureru_Kokoro_ga_Higashi_e_Nishi_e,"Continues from where Ichigo 100% TV leaves off and revolves around the filming of the movie based off Toujou's script. (Best if viewed after Ichigo 100% TV series and before the DVD Animation OVAs, although it was produced the year before the series came out.)","Ecchi, Romance, Shounen",6.93
Mobile Suit Gundam SEED Special Edition,https://myanimelist.net/anime/2269/Mobile_Suit_Gundam_SEED_Special_Edition,"Three TV movies complied from Kidou Senshi Gundam SEED series.

1. The Empty Battlefield (Kokuu no Senjou)
2. The Far-Away Dawn (Harukanaru Akatsuki)
3. The Rumbling Sky (Meidou no Sora)

Much like the Kidou Senshi Gundam theatrical movies, the Gundam Seed: Special Edition movies are intended to be an override of the story from the TV series.

These episodes are in fact a complete recap of all 50 episodes of the TV series and were first shown on television in Japan. The special edition episodes feature some new scenes and tweaks to previously animated scenes. The first special, The Empty Battlefield, which compiled episodes 1–21 of the series, was aired in two parts on Japanese TV in March 2004, followed by the next special, The Far-Away Dawn, which was episodes 22–40, in July 2004. The final special, The Rumbling Sky, which was episodes 41–50. While the story is overall unchanged, there are a few minor changes. In addition, several scenes are re-animated and re-dubbed.

(Source: Wikipedia)","Action, Space, Mecha, Military, Sci-Fi",7.34
Monster Extra: Hottan,https://myanimelist.net/anime/1109/Monster_Extra__Hottan,"Recap of the first 17 episodes of Monster, airing between episodes 24 and 25 of the TV series.","Drama, Horror, Mystery, Seinen",6.7
Eyeshield 21: Maboroshi no Golden Bowl,https://myanimelist.net/anime/1317/Eyeshield_21__Maboroshi_no_Golden_Bowl,"The Uraharajuku Boarders may have been knocked out of the Kantou Tournament, but a mysterious proposition from a mysterious man may influence the Governor, a graduate of Uraharajuku High School, to allow Uraharajuku to play Sena Kobayakawa and the Deimon Devilbats in the equally mysterious Golden Bowl, whose winner will seemingly receive a place in the Kantou Tournament. However, when Sena and company arrive at the field, they find the Golden Bowl may be something they didn't bargain for against opponents they may not be able to beat. 

(Source: ANN)","Sports, Shounen",6.68
Pokemon: Pikachu no Natsumatsuri,https://myanimelist.net/anime/5845/Pokemon__Pikachu_no_Natsumatsuri,"Summer has arrived, and many Pokemon have set up shops for a summer festival on the beach. Soon the gang will be blessed by a special performance from the pop idol Azumarill, but upon her arrival, she's kidnapped by the flying Pokemon Skarmory! Pikachu, along with Plusle, Minun, Meowth, Wobbuffet and a number of other Pokemon must now track down the singing beauty; the show must go on!

(Source: Anime-Planet)","Action, Comedy, Fantasy, Kids",6.34
Love♥Love? Specials,https://myanimelist.net/anime/1874/Love♥Love_Specials,"DVD Special containing:

Rhapsody of July (DVD Episode 2.5)
If it becomes September (DVD Episode 3.5)
Bitch Actress dropped into Hell (DVD Episode 5.5)
History is Made Through Women (DVD Episode 9.5)","Ecchi, Comedy, Harem, Romance",6.09
Lupin III: Nusumareta Lupin,https://myanimelist.net/anime/1429/Lupin_III__Nusumareta_Lupin,"In the middle of an airborne heist, Lupin goes from stealing to stolen as he's carted off and forced to do a job for a mysterious man identifiable only by the brand of cigarette he smokes. Lupin's mission: to steal the infamous ""Bull's Eye"", a small green jewel best-known for the fact that everyone who's ever stolen it has ended up dead. Along with the challenge of alternately evading and pursuing a young thief with a competitive streak, Lupin and the gang must unravel the mystery of the Bull's Eye before its curse - or their mysterious taskmaster - gets the better of them. 

(Source: ANN)","Action, Adventure, Mystery, Comedy, Seinen",7.11
Angel Blade: Ultimate Edition - Tokuteneizou,https://myanimelist.net/anime/4946/Angel_Blade__Ultimate_Edition_-_Tokuteneizou,"This was cut out of the original cut of Angel Blade vol 3.

(Source: AniDB)","Sci-Fi, Hentai",6.19
Chou Henshin Cosprayers Specials,https://myanimelist.net/anime/765/Chou_Henshin_Cosprayers_Specials,"These three specials came with the DVD release. They mostly depict stories that take place in-between episodes from the main series.

Special #1 takes place in-between episodes 2 and 3.

Special #2 takes place in-between episodes 3 and 4.

Special #3 doesn't fit very well in-between any of the main series, and is more of a side-story.","Adventure, Magic, Comedy, Sci-Fi",5.07
Kita e.: Diamond Dust Drops Special,https://myanimelist.net/anime/7571/Kita_e__Diamond_Dust_Drops_Special,An OVA released with the boxset of Diamond Daydreams. Continues Kitano Suomi's story from the 7th episode. It also contains bloopers of the previous episodes.,"Drama, Slice of Life",6.38
Transformers: Robot Masters,https://myanimelist.net/anime/7862/Transformers__Robot_Masters,"In 2004, Optimus Prime is alerted to a disturbance at the gates of Autobot City; a force of Decepticons led by a vicious new enemy, a Tyrannosaurus rex calling himself Megatron!! Autobots and Decepticons from across the eras have converged on this time to clash over the newly-discovered energy source solitarium!",Mecha,5.56
Chiisai Sensuikan ni Koi wo Shita Dekasugiru Kujira no Hanashi,https://myanimelist.net/anime/24883/Chiisai_Sensuikan_ni_Koi_wo_Shita_Dekasugiru_Kujira_no_Hanashi,"The third film in Shin-Ei's series of annual WWII themed anime television movies for children ""Sensou Douwa"" (war story).","Fantasy, Military, Kids",
Bleach,https://myanimelist.net/anime/269/Bleach,"Ichigo Kurosaki is an ordinary high schooler—until his family is attacked by a Hollow, a corrupt spirit that seeks to devour human souls. It is then that he meets a Soul Reaper named Rukia Kuchiki, who gets injured while protecting Ichigo's family from the assailant. To save his family, Ichigo accepts Rukia's offer of taking her powers and becomes a Soul Reaper as a result.

However, as Rukia is unable to regain her powers, Ichigo is given the daunting task of hunting down the Hollows that plague their town. However, he is not alone in his fight, as he is later joined by his friends—classmates Orihime Inoue, Yasutora Sado, and Uryuu Ishida—who each have their own unique abilities. As Ichigo and his comrades get used to their new duties and support each other on and off the battlefield, the young Soul Reaper soon learns that the Hollows are not the only real threat to the human world.","Action, Adventure, Comedy, Super Power, Supernatural, Shounen",7.81
